,id,query,product_title,product_description,median_relevance
5275,5275,longboard pads,Kryptonics 34,"Kryptonics brings you a 34"" 8ply northeastern maple longboard in a Surfboard style shape with a swallowtail. This complete skateboard comes with 2 die-cut pieces of grip tape and a specially shaped ""grip pad"" on the tail for great control",1
5276,5276,levis,Signature by Levi Strauss & Co. Men's Regular Fit Jeans,Also available in Big Men's sizes.Also available in Men's Big sizes,4
5277,5277,deep fryers,Hamilton Beach Cool Touch Fryer Black- 8 Cup- 35021,"Make your own delicious potato chips, fried chicken, onion rings, doughnuts and so much more with the HAMILTON BEACH Cool Touch Fryer. This spacious deep fryer holds up to 8 cups of oil and includes dishwasher-safe parts, like a nonstick pot and durable frying basket. A cool touch exterior and handle; adjustable thermostat; transparent lid; indicator light; cooking timer and breakaway cord make frying easy, even for beginners. Splatter-free function lets you have fun in the kitchen without the mess. You're not fully stocked when it comes to kitchen appliances until you have a Cool Touch Fryer.",4
5278,5278,memory foam pillow,Sleep Zone Black Diamond Memory Foam Pillow,"This Black Diamond Visco Memory Foam pillow is traditionally shaped with molded visco elastic memory foam to provide a cushioned support that cradles the head. The pillow is enhanced with mildew resistant, odor neutralizing and moisture absorbent rayon from bamboo charcoal fibers. 

Materials: Pure visco elastic memory foam
Density: 5 pounds
Enhanced with rayon from bamboo charcoal fibers known to be mildew resistant, an odor neutralizer and moisture absorbent
Memory foam is resistant to dust mites and is naturally antimicrobial
Originally designed for NASA, this space age foam cradles your body, reducing pressure points that cause tossing and turning
Removable and washable cover

Dimensions

Queen: 14.25 inches wide x 28.25 inches long x 5.75 inches deep
King: 16.25 inches wide x 32.25 inches long x 5.75 inches deep

Once opened this product is not returnable
Dimensions:
14.25 inches High x 28.25 inches Wide x 5.75 inches deep
Warranty:
3 year Limited Manufacturer
Materials:
100% Pure Visco Elastic Memory Foam
Model No:
BD333-Q
Brand: Sleep Zone",4
5279,5279,baseball cleats,Nike 524641100 Air MVP Pro Metal Men's Baseball Cleats Size 10 1/2,"The Nike Air MVP Pro Metal Men's Baseball Cleat combines snug comfort with excellent support. Responsive cushioning delivers outstanding impact protection, while a nine-cleat pattern offers solid traction on the field.

Featured Technology
Nike Air More than 30 years ago, a revolutionary idea raised the standards in sneaker comfort: Use the lightest cushioning material there is-air. Nike Air units work by trapping air molecules inside a durable urethane shell. With each footstrike, the air unit compresses to reduce the force of impact, then immediately recovers its shape to be ready for the next landing.

Nike Air units are built to last, so the cushioning properties hold steady for the life of the shoe. A versatile, low-cut cleat that blends classic baseball DNA with modern design and detail for elite-level performance and style.",4
5280,5280,yellow dress,"Women's kensie Brocade Sheath Dress, Size X-Large - Yellow",,4
5281,5281,infinity scarf,Women's Solid and Striped Infinity Scarf - Hot Pink,"details
Material: 100 % Polyester
Fabric Weight: Lightweight Fabric Construction
Garment Dimensions: 32.0 "" L x 20.0 "" W",4
5282,5282,punch bowls,Corelle Livingware Serving Bowl,,4
5283,5283,wii,Game Party (Nintendo Wii),"Game Party for the Wii is a collection of classic skill games from around the world, from American sports venues to European gathering spots.
Game Party for the Wii is a collection of classic skill games from around the world, from American sports venues to European gathering spots. Using the Wii's unique control interface, you can play classics such as darts; modern favorites such as table hockey and hoop shoot, or participate in multiplayer trivia contests. More than a half dozen games are available. It's the ultimate party game.
Video Game Condition: New
Battery no battery used
Genre: Fitness, Family
Platform: Nintendo Wii
Publisher: Midway Games
Developer:Midway Games",3
5284,5284,gucci guilty intense women,Gucci Guilty Intense 1.6 oz Eau de Parfum Spray Perfume by Gucci for Women,,4
5285,5285,legos,LEGO Creator Expert Sydney Opera House 10234,"Kids get to build one of the most famous buildings of the 20th century with a LEGO Creator Expert Sydney Opera House building set. This LEGO set lets kids construct the iconic shell roofline of the opera house along with the waterfront court. The LEGO Creator set uses advanced building techniques to create this complex form with angled walls and subtle detailing. It comes with dark tan LEGO bricks plus the rare 48x48 stud baseplate in blue, 1x1x2/3 studs and 1x2x2/3 stud slopes. Ages 14 and up.",4
5286,5286,wired xbox 360 controller,"Rock Candy Wired Controller for Xbox 360, Pink Palooza","Express yourself in style with this Rock Candy Wired Xbox 360 controller. Featuring colored polycarbonate shells, brilliant white accents and only the essential components you need, these officially licensed controllers are built for fun and suitable for gamers of all ages. This palooza pink wireless Xbox 360 controller comes complete with a long cable and breakaway. It also has a built-in communicator port so you can connect a headset. The ergonomic concave thumb sticks make it comfortable to use.",4
5287,5287,yoga mat,The Macbeth Collection Hamsa Fashion Yoga Mat,"Get fit in style. This Macbeth collection fashion Yoga mat is the perfect accessory to help keep you fit. Carry it around to your fitness class, or unroll it right at home. The mat easily cleans when dirty and is slip-resistant for safety.",4
5288,5288,coffee for nespresso,Mixpresso espresso machine Nespresso compatible plus 20 bonus Italian capsules (WHITE),"Model: M1STE20. This Mixpresso espresso machine is the ultimate way to brew your Italian cup of Espresso at home, at work or at any place that is ideal for espresso. This high quality 19 bar pump with two cup size automatic brewing option is the best choice for the espresso lovers. Offering a milk frother to go with it so you can make a cappuccino and Latte on the go. This machine has a 1 year warranty. The machine is 100% compatible with Nespresso capsule system with three modern and stylish designs.",2
5289,5289,16 gb memory card,Eye-Fi Pro X2 - wireless memory card - 16 GB - SDHC,"Product Information

Eye-Fi Pro X2 - wireless memory card - 16 GB - SDHC

Ultra-fast, Class 10 performance and large capacity easily captures hours of HD video, low light and fast action shots. And, only Pro X2 quickly and reliably delivers your high-quality images bit-for-bit to your computer, smartphone or tablet using built-in Wi-Fi. Compatible with thousands of cameras, Eye-Fi's wireless upload eliminates clumsy cables and reduces hassle through stable, high-speed Wi-Fi connections at 90 ft outdoors/45 ft indoors.",4
5290,5290,led monitor,"ASUS 19 Widescreen LED Monitor (VS197D-P Black)""","The ASUS 19"" Widescreen LED Monitor (VS197D-P Black) features a generous 50000000:1 high contrast ratio for rich color and life-like images. This widescreen LED monitor has a 16:9 aspect ratio so you can view two documents side by side and watch movies the way they were meant to be seen. This ASUS widescreen monitor has a screen that is 19"" wide. The quick 5ms response time of this anti glare LED monitor makes it a good choice for gaming. Its Splendid Video Intelligence technology allows you to choose from six preset video modes including theater, game and night view, to specifically optimize your image. This 19"" widescreen monitor can be easily tilted forward and back for a comfortable viewing position. Its Smart View Technology adjusts the color depending on your viewpoint.

Asus VS197D-P LED Monitor:

    18.5"" diagonal LCD screen - This anti-glare ASUS widescreen monitor can be placed anywhere in the room
    16:9 aspect ratio - Widescreen is perfect for viewing 2 documents side by side or for watching movies
    1366 x 768 resolution - Enjoy excellent image quality on the ASUS 19"" Widescreen LED Monitor (VS197D-P Black)
    16.7 million colors - Capable of displaying millions of colors for realistic photo and video reproduction
    50,000,000:1 dynamic contrast ratio - Offers great color resolution
    5 ms response time - Delivers exceptional performance that is especially noticeable when playing games and watching videos",4
5291,5291,three wheeled bike,Quadrabyke 3 in 1 Kid's Adjustable Bicycle,"ITEM#: 16827936
This exciting new play bike for kids ages 3-6 is so versatile that it's three bikes in one. It quickly adapts from a four wheel mini quad bike to a trike and then your tot's first two wheel bicycle. The bike features highly efficient band brakes (front and rear) and wide puncture proof rubber wheels for extra stability. The unique axle system allows parents to quickly change this wheeled toy from 4 to 3 to 2 wheels.",4
5292,5292,dresses for women,Fourteenth Place Women's Lace Maxi Dress,This swoop neck 14th Place woman's simple lace maxi dress is perfect for the woman on the go. Its loose fit makes it comfortable and easy to wear anywhere. Pair with your favorite sandals and satchel for a complete look.,4
5293,5293,anime necklace,14k Yellow Gold .925 Sterling Silver Animal Necklace with 2/5ct TDW Diamonds,Terrific Necklace With Genuine Diamonds Made of 14K Yellow Gold and 925 Sterling silver. Length: 18in.,1
5294,5294,patio umbrellas,Lighted Market Umbrella - 11 ft. - Taupe - Patio Umbrellas and Stands,"This 11 ft. octagon shaped umbrella is perfect for home or hotel resort use. It provides over 49% more shade than a 9 ft. umbrella and is easy to open, close and tilt. Accessorize your patio dining set or your barbeque island. Featured in a beautiful taupe color, this market umbrella matches today's most popular patio furniture.",4
5295,5295,galaxy note 3,Samsung Galaxy Note 3 SM-N900P White 32GB - Sprint - Clean ESN - New,"Enter a whole new world of mobile communication with the classic white Samsung Galaxy Note 3 SM-N900P cell phone, available with the services of Sprint. What grabs the attention the first moment in this smartphone is the impressive 5.7-inch Super AMOLED capacitive display that invites you to explore multimedia at a new level, even letting you watch movies while checking your email. This modernistic look fits perfectly with the textured back cover and its refine stitches, making your Samsung Galaxy feel more personal and your own. Equipped with an impressive 13 MG rear camera, this smartphone grants you the opportunity to turn all your important moments into precious memories and at the same time supports your video call needs with its 2 MP front camera. On the other hand, running on the potent Android 4.3 Jelly Bean operating system, this Samsung Galaxy will not disappoint you in means of speed, drawing power from its 2.3 GHz quad-core processor. Its force allows it to present you with many convenient Air Command features, such as Screen Write and Action Memo, all created for the comfort of the user. Coming with 32 GB internal memory, this Samsung Galaxy provides you with the freedom to store all the data you want for it even supports micro SD cards up to 64 GB. As a whole, the Samsung Galaxy Note 3 SM-N900P cell phone is created to make you feel comfortable, while offering you speed and top-grade quality.",4
